trade_num,direction,entry_price,sl,tp,exit_price,pnl,exit_reason,bars_held,rr_ratio
352,long,2699.22,2693.22,2717.70,2693.22,-6.00,SL_HIT,1,3.1
353,long,2698.88,2698.88,2723.09,2723.09,24.21,TP_HIT,124,4.0
354,long,2717.52,2711.52,2726.55,2711.52,-6.00,SL_HIT,37,1.5
355,short,2687.90,2693.90,2677.84,2677.84,10.07,TP_HIT,9,1.7
356,short,2680.87,2686.87,2671.78,2686.87,-6.00,SL_HIT,80,1.5
357,long,2661.38,2655.38,2680.37,2655.38,-6.00,SL_HIT,22,3.2
358,long,2646.05,2640.05,2666.19,2640.05,-6.00,SL_HIT,231,3.4
359,short,2615.36,2621.36,2600.87,2621.36,-6.00,SL_HIT,19,2.4
360,long,2597.74,2591.74,2618.89,2591.74,-6.00,SL_HIT,61,3.5
361,long,2595.83,2595.83,2614.16,2614.16,18.33,TP_HIT,156,3.1
362,long,2618.66,2612.66,2629.13,2629.13,10.47,TP_HIT,8,1.7
363,short,2612.34,2618.34,2603.28,2618.34,-6.00,SL_HIT,17,1.5
364,long,2616.59,2610.59,2626.68,2626.68,10.09,TP_HIT,46,1.7
365,long,2620.45,2614.45,2638.65,2614.45,-6.00,SL_HIT,9,3.0
366,long,2609.83,2603.83,2620.39,2603.83,-6.00,SL_HIT,27,1.8
