trade_num,direction,entry_price,sl,tp,exit_price,pnl,exit_reason,bars_held,rr_ratio
231,long,1374.13,1368.13,1383.98,1368.13,-6.00,SL_HIT,238,1.6
232,long,1373.26,1367.26,1394.40,1367.26,-6.00,SL_HIT,8,3.5
233,long,1373.22,1367.22,1382.82,1367.22,-6.00,SL_HIT,96,1.6
234,long,1363.39,1363.39,1385.68,1373.93,10.54,MAX_HOLD,288,3.7
235,long,1382.08,1376.08,1391.38,1391.38,9.30,TP_HIT,230,1.6
236,short,1381.38,1387.38,1369.98,1369.98,11.40,TP_HIT,16,1.9
237,short,1371.71,1371.71,1352.57,1359.43,12.28,MAX_HOLD,288,3.2
238,long,1371.07,1365.07,1380.07,1367.78,-3.29,MAX_HOLD,288,1.5
239,short,1363.24,1363.24,1345.00,1345.00,18.24,TP_HIT,79,3.0
240,long,1349.14,1343.14,1377.04,1343.14,-6.00,SL_HIT,136,4.7
241,long,1342.50,1336.50,1361.04,1336.50,-6.00,SL_HIT,155,3.1
242,short,1329.12,1335.12,1317.87,1317.87,11.25,TP_HIT,4,1.9
243,long,1332.96,1332.96,1366.77,1332.96,0.00,SL_HIT,83,5.6
244,long,1337.15,1331.15,1355.15,1331.15,-6.00,SL_HIT,40,3.0
245,long,1334.94,1328.94,1353.99,1328.94,-6.00,SL_HIT,18,3.2
246,short,1331.99,1337.99,1322.61,1337.99,-6.00,SL_HIT,32,1.6
247,long,1335.46,1329.46,1356.40,1329.46,-6.00,SL_HIT,113,3.5
248,long,1347.13,1341.13,1391.62,1347.80,0.67,MAX_HOLD,288,7.4
249,long,1364.10,1358.10,1373.25,1373.25,9.15,TP_HIT,236,1.5
250,long,1402.56,1396.56,1421.82,1396.56,-6.00,SL_HIT,212,3.2
251,long,1402.26,1396.26,1427.61,1396.26,-6.00,SL_HIT,43,4.2
252,long,1411.69,1411.69,1432.69,1432.69,21.00,TP_HIT,275,3.5
253,long,1435.31,1429.31,1453.60,1429.31,-6.00,SL_HIT,189,3.0
254,long,1427.45,1427.45,1447.19,1435.28,7.83,MAX_HOLD,288,3.3
255,short,1408.41,1414.41,1381.81,1414.41,-6.00,SL_HIT,33,4.4
256,long,1415.58,1415.58,1435.23,1423.75,8.17,MAX_HOLD,288,3.3
257,short,1400.17,1406.17,1390.79,1390.79,9.38,TP_HIT,80,1.6
258,long,1421.20,1415.20,1430.50,1415.20,-6.00,SL_HIT,12,1.5
259,long,1433.32,1427.32,1442.62,1427.32,-6.00,SL_HIT,13,1.5
260,long,1438.07,1432.07,1460.77,1447.08,9.01,MAX_HOLD,288,3.8
261,short,1418.45,1424.45,1396.25,1417.88,0.57,MAX_HOLD,288,3.7
262,long,1435.71,1429.71,1448.88,1429.71,-6.00,SL_HIT,140,2.2
263,long,1427.99,1421.99,1449.80,1435.73,7.74,MAX_HOLD,288,3.6
264,long,1436.58,1436.58,1455.12,1455.12,18.54,TP_HIT,49,3.1
265,short,1457.41,1463.41,1438.61,1463.41,-6.00,SL_HIT,99,3.1
266,long,1464.13,1464.13,1477.78,1477.78,13.65,TP_HIT,107,2.3
267,long,1492.48,1486.48,1520.23,1486.48,-6.00,SL_HIT,13,4.6
268,long,1491.86,1485.86,1510.31,1493.68,1.83,MAX_HOLD,288,3.1
269,long,1516.68,1510.68,1535.58,1510.68,-6.00,SL_HIT,88,3.1
270,long,1502.18,1496.18,1522.28,1496.18,-6.00,SL_HIT,90,3.4
271,long,1512.76,1506.76,1530.76,1506.76,-6.00,SL_HIT,9,3.0
272,long,1511.64,1505.64,1522.89,1522.89,11.25,TP_HIT,14,1.9
273,long,1533.48,1527.48,1553.58,1527.48,-6.00,SL_HIT,22,3.3
274,long,1531.82,1525.82,1549.90,1525.82,-6.00,SL_HIT,6,3.0
275,long,1531.26,1531.26,1549.70,1549.70,18.45,TP_HIT,268,3.1
276,long,1559.98,1553.98,1568.98,1553.98,-6.00,SL_HIT,8,1.5
277,long,1552.32,1552.32,1574.28,1574.28,21.96,TP_HIT,133,3.7
278,long,1542.02,1536.02,1552.22,1536.02,-6.00,SL_HIT,31,1.7
279,short,1533.39,1539.39,1523.57,1539.39,-6.00,SL_HIT,14,1.6
280,short,1508.15,1514.15,1497.88,1497.88,10.27,TP_HIT,7,1.7
281,long,1484.01,1478.01,1505.15,1478.01,-6.00,SL_HIT,97,3.5
282,long,1485.83,1479.83,1511.78,1479.83,-6.00,SL_HIT,26,4.3
283,short,1492.35,1498.35,1479.71,1498.35,-6.00,SL_HIT,82,2.1
284,long,1503.07,1497.07,1512.11,1512.11,9.05,TP_HIT,180,1.5
285,long,1521.68,1515.68,1531.32,1515.68,-6.00,SL_HIT,124,1.6
286,short,1499.40,1499.40,1481.10,1481.10,18.30,TP_HIT,58,3.1
287,long,1490.33,1490.33,1508.93,1508.93,18.60,TP_HIT,198,3.1
288,long,1514.32,1508.32,1524.37,1508.32,-6.00,SL_HIT,45,1.7
289,long,1486.46,1486.46,1505.51,1497.20,10.74,MAX_HOLD,288,3.2
290,long,1493.46,1487.46,1511.52,1487.46,-6.00,SL_HIT,250,3.0
291,short,1505.62,1511.62,1494.19,1511.62,-6.00,SL_HIT,8,1.9
292,long,1524.83,1518.83,1547.93,1525.73,0.90,MAX_HOLD,288,3.9
293,short,1517.25,1523.25,1507.25,1523.25,-6.00,SL_HIT,18,1.7
294,long,1536.85,1536.85,1557.55,1536.85,0.00,SL_HIT,86,3.4
295,long,1541.93,1535.93,1551.38,1535.93,-6.00,SL_HIT,172,1.6
296,short,1535.70,1541.70,1521.65,1541.70,-6.00,SL_HIT,6,2.3
297,long,1543.83,1537.83,1565.07,1544.33,0.50,MAX_HOLD,288,3.5
298,long,1540.22,1534.22,1551.02,1534.22,-6.00,SL_HIT,17,1.8
299,long,1522.03,1516.03,1532.53,1516.03,-6.00,SL_HIT,15,1.8
300,long,1521.82,1521.82,1541.02,1521.82,0.00,SL_HIT,33,3.2
301,long,1528.59,1522.59,1541.04,1522.59,-6.00,SL_HIT,212,2.1
302,long,1530.01,1524.01,1548.01,1524.01,-6.00,SL_HIT,187,3.0
303,long,1540.67,1534.67,1551.02,1534.67,-6.00,SL_HIT,17,1.7
304,short,1517.06,1523.06,1495.76,1523.06,-6.00,SL_HIT,15,3.5
305,long,1495.80,1489.80,1506.23,1502.95,7.15,MAX_HOLD,288,1.7
306,short,1497.36,1503.36,1477.47,1503.36,-6.00,SL_HIT,8,3.3
307,long,1510.17,1504.17,1531.92,1504.17,-6.00,SL_HIT,259,3.6
308,long,1506.65,1500.65,1526.60,1500.65,-6.00,SL_HIT,32,3.3
309,long,1510.14,1510.14,1528.23,1526.60,16.46,MAX_HOLD,288,3.0
310,short,1526.77,1532.77,1506.67,1528.03,-1.26,MAX_HOLD,288,3.4
311,long,1541.40,1541.40,1567.50,1548.78,7.38,MAX_HOLD,288,4.4
312,long,1548.97,1542.97,1558.05,1558.05,9.07,TP_HIT,54,1.5
313,long,1565.53,1565.53,1584.43,1584.43,18.90,TP_HIT,237,3.1
314,long,1588.61,1582.61,1611.77,1582.61,-6.00,SL_HIT,67,3.9
315,long,1589.48,1583.48,1600.06,1583.48,-6.00,SL_HIT,67,1.8
316,long,1587.67,1581.67,1597.12,1581.67,-6.00,SL_HIT,122,1.6
317,long,1581.48,1575.48,1590.71,1590.71,9.23,TP_HIT,49,1.5
318,long,1605.09,1599.09,1614.47,1599.09,-6.00,SL_HIT,239,1.6
319,short,1589.02,1595.02,1569.00,1595.02,-6.00,SL_HIT,245,3.3
320,long,1602.53,1602.53,1621.43,1621.43,18.90,TP_HIT,196,3.1
321,long,1620.53,1620.53,1644.68,1620.53,0.00,SL_HIT,27,4.0
322,long,1621.33,1621.33,1646.23,1637.90,16.57,MAX_HOLD,288,4.1
323,long,1643.12,1643.12,1661.21,1661.21,18.09,TP_HIT,150,3.0
324,long,1665.01,1659.01,1677.83,1659.01,-6.00,SL_HIT,128,2.1
325,long,1664.79,1658.79,1674.91,1658.79,-6.00,SL_HIT,8,1.7
326,long,1665.68,1659.68,1676.38,1659.68,-6.00,SL_HIT,80,1.8
327,long,1666.92,1660.92,1677.42,1677.42,10.50,TP_HIT,14,1.8
328,short,1655.10,1655.10,1636.20,1655.10,0.00,SL_HIT,16,3.1
329,long,1650.78,1650.78,1669.38,1669.38,18.60,TP_HIT,73,3.1
330,long,1663.39,1657.39,1675.39,1657.39,-6.00,SL_HIT,10,2.0
331,long,1677.56,1677.56,1776.41,1741.65,64.09,MAX_HOLD,288,16.5
332,long,1752.75,1746.75,1762.35,1762.35,9.60,TP_HIT,9,1.6
333,long,1761.12,1761.12,1780.11,1761.12,0.00,SL_HIT,20,3.2
334,short,1760.34,1760.34,1736.04,1760.34,0.00,SL_HIT,94,4.1
335,short,1761.98,1767.98,1751.93,1767.98,-6.00,SL_HIT,44,1.7
336,short,1768.95,1774.95,1746.63,1774.95,-6.00,SL_HIT,3,3.7
337,long,1770.87,1764.87,1780.51,1780.51,9.64,TP_HIT,18,1.6
338,long,1807.59,1801.59,1824.87,1801.59,-6.00,SL_HIT,4,2.9
339,long,1784.65,1778.65,1795.75,1778.65,-6.00,SL_HIT,7,1.8
340,long,1783.45,1783.45,1806.25,1783.45,0.00,SL_HIT,33,3.8
341,long,1789.14,1783.14,1803.54,1783.14,-6.00,SL_HIT,2,2.4
342,long,1748.47,1742.47,1767.22,1742.47,-6.00,SL_HIT,2,3.1
343,long,1743.88,1743.88,1771.03,1743.88,0.00,SL_HIT,210,4.5
344,long,1741.69,1735.69,1751.34,1751.34,9.64,TP_HIT,24,1.6
345,long,1759.61,1759.61,1783.40,1783.40,23.79,TP_HIT,237,4.0
346,long,1788.51,1782.51,1797.66,1782.51,-6.00,SL_HIT,75,1.5
347,long,1814.91,1808.91,1839.21,1808.91,-6.00,SL_HIT,3,4.0
348,long,1811.95,1811.95,1826.50,1826.50,14.55,TP_HIT,17,2.4
349,long,1824.93,1824.93,1843.68,1843.68,18.75,TP_HIT,93,3.1
350,long,1849.20,1849.20,1873.80,1873.80,24.60,TP_HIT,51,4.1
351,long,1878.73,1872.73,1899.61,1872.73,-6.00,SL_HIT,3,3.5
352,long,1882.36,1882.36,1909.63,1909.63,27.27,TP_HIT,78,4.5
353,short,1885.19,1891.19,1872.79,1872.79,12.40,TP_HIT,37,2.1
354,long,1880.51,1874.51,1894.14,1874.51,-6.00,SL_HIT,3,2.3
355,long,1842.44,1836.44,1866.17,1836.44,-6.00,SL_HIT,149,4.0
356,long,1760.26,1754.26,1769.91,1754.26,-6.00,SL_HIT,16,1.6
357,short,1716.78,1716.78,1679.43,1716.78,0.00,SL_HIT,2,6.2
358,short,1725.61,1731.61,1699.24,1731.61,-6.00,SL_HIT,1,4.4
359,long,1759.38,1759.38,1785.30,1759.38,0.00,SL_HIT,90,4.3
360,short,1761.10,1767.10,1739.86,1767.10,-6.00,SL_HIT,3,3.5
361,long,1779.88,1773.88,1800.01,1773.88,-6.00,SL_HIT,7,3.4
362,short,1775.00,1781.00,1756.40,1781.00,-6.00,SL_HIT,26,3.1
363,short,1786.49,1792.49,1775.19,1792.49,-6.00,SL_HIT,39,1.9
364,short,1791.97,1791.97,1773.83,1773.83,18.15,TP_HIT,5,3.0
365,long,1787.01,1781.01,1799.24,1799.24,12.23,TP_HIT,5,2.0
366,short,1817.82,1817.82,1798.05,1798.05,19.77,TP_HIT,69,3.3
367,long,1792.45,1792.45,1813.45,1792.45,0.00,SL_HIT,8,3.5
368,long,1790.16,1784.16,1809.90,1784.16,-6.00,SL_HIT,117,3.3
369,long,1799.12,1799.12,1829.28,1829.28,30.15,TP_HIT,6,5.0
370,short,1828.39,1828.39,1808.50,1828.39,0.00,SL_HIT,31,3.3
371,long,1827.40,1821.40,1839.10,1821.40,-6.00,SL_HIT,22,1.9
372,long,1831.23,1825.23,1842.55,1825.23,-6.00,SL_HIT,3,1.9
373,long,1824.45,1818.45,1838.25,1818.45,-6.00,SL_HIT,18,2.3
374,long,1835.85,1829.85,1847.40,1847.40,11.55,TP_HIT,6,1.9
375,long,1851.20,1851.20,1873.40,1873.40,22.20,TP_HIT,57,3.7
376,long,1878.41,1878.41,1897.22,1897.22,18.81,TP_HIT,94,3.1
377,long,1901.38,1895.38,1934.77,1895.38,-6.00,SL_HIT,5,5.6
378,long,1901.70,1895.70,1911.04,1895.70,-6.00,SL_HIT,28,1.6
379,long,1901.60,1901.60,1920.95,1901.60,0.00,SL_HIT,59,3.2
380,long,1881.90,1881.90,1917.93,1881.90,0.00,SL_HIT,33,6.0
381,long,1885.25,1885.25,1899.65,1885.25,0.00,SL_HIT,19,2.4
382,long,1895.13,1895.13,1913.61,1895.13,0.00,SL_HIT,6,3.1
383,short,1899.38,1899.38,1875.56,1875.56,23.82,TP_HIT,11,4.0
384,short,1875.10,1881.10,1866.00,1866.00,9.10,TP_HIT,38,1.5
385,short,1848.93,1848.93,1822.71,1848.93,0.00,SL_HIT,31,4.4
386,long,1823.56,1823.56,1846.51,1846.51,22.95,TP_HIT,136,3.8
387,short,1848.58,1854.58,1828.33,1854.58,-6.00,SL_HIT,7,3.4
388,long,1862.40,1856.40,1883.10,1856.40,-6.00,SL_HIT,2,3.5
389,long,1859.55,1853.55,1869.30,1869.30,9.75,TP_HIT,7,1.6
390,long,1865.85,1859.85,1876.50,1876.50,10.65,TP_HIT,6,1.8
391,long,1880.33,1874.33,1902.23,1874.33,-6.00,SL_HIT,19,3.7
392,short,1855.79,1861.79,1846.07,1861.79,-6.00,SL_HIT,8,1.6
393,long,1866.02,1860.02,1886.57,1860.02,-6.00,SL_HIT,7,3.4
394,long,1855.34,1849.34,1866.51,1849.34,-6.00,SL_HIT,8,1.9
395,long,1809.92,1803.92,1819.45,1819.45,9.52,TP_HIT,27,1.6
396,long,1823.75,1817.75,1833.91,1833.91,10.15,TP_HIT,53,1.7
397,long,1822.18,1816.18,1847.53,1816.18,-6.00,SL_HIT,29,4.2
398,long,1820.47,1820.47,1845.08,1820.47,0.00,SL_HIT,181,4.1
399,long,1826.38,1820.38,1835.45,1835.45,9.08,TP_HIT,6,1.5
400,long,1785.53,1779.53,1796.18,1779.53,-6.00,SL_HIT,57,1.8
401,long,1776.39,1770.39,1788.92,1788.92,12.52,TP_HIT,37,2.1
402,long,1788.03,1782.03,1798.30,1798.30,10.28,TP_HIT,19,1.7
403,long,1813.09,1807.09,1836.58,1807.09,-6.00,SL_HIT,32,3.9
404,long,1809.80,1803.80,1818.80,1818.80,9.00,TP_HIT,21,1.5
405,long,1783.40,1777.40,1794.23,1777.40,-6.00,SL_HIT,10,1.8
406,long,1775.38,1775.38,1795.92,1795.92,20.55,TP_HIT,26,3.4
407,long,1786.68,1786.68,1808.28,1808.28,21.60,TP_HIT,5,3.6
408,short,1806.94,1812.94,1797.56,1812.94,-6.00,SL_HIT,134,1.6
409,long,1806.23,1800.23,1826.03,1800.23,-6.00,SL_HIT,14,3.3
410,short,1806.80,1812.80,1794.20,1794.20,12.60,TP_HIT,1,2.1
411,long,1784.90,1778.90,1809.05,1778.90,-6.00,SL_HIT,9,4.0
412,short,1780.98,1780.98,1759.53,1759.53,21.45,TP_HIT,133,3.6
413,long,1747.29,1741.29,1770.84,1741.29,-6.00,SL_HIT,3,3.9
414,long,1743.66,1737.66,1752.96,1752.96,9.30,TP_HIT,6,1.6
415,short,1649.89,1655.89,1637.21,1637.21,12.68,TP_HIT,2,2.1
416,short,1564.62,1570.62,1546.48,1570.62,-6.00,SL_HIT,1,3.0
417,short,1617.09,1617.09,1575.57,1617.09,0.00,SL_HIT,5,6.9
418,short,1628.01,1628.01,1606.11,1606.11,21.90,TP_HIT,17,3.7
419,short,1588.55,1594.55,1567.85,1594.55,-6.00,SL_HIT,1,3.4
420,short,1610.89,1610.89,1595.17,1595.17,15.72,TP_HIT,6,2.6
421,short,1647.07,1653.07,1634.02,1653.07,-6.00,SL_HIT,6,2.2
422,long,1614.51,1608.51,1624.34,1608.51,-6.00,SL_HIT,2,1.6
423,long,1610.85,1604.85,1620.30,1604.85,-6.00,SL_HIT,16,1.6
424,long,1614.00,1614.00,1629.90,1629.90,15.90,TP_HIT,41,2.6
425,short,1623.67,1629.67,1611.00,1629.67,-6.00,SL_HIT,2,2.1
426,short,1630.15,1636.15,1621.00,1621.00,9.15,TP_HIT,17,1.5
427,long,1620.17,1614.17,1630.07,1630.07,9.90,TP_HIT,3,1.6
428,short,1617.68,1623.68,1597.28,1623.68,-6.00,SL_HIT,2,3.4
429,short,1621.02,1627.02,1609.85,1627.02,-6.00,SL_HIT,41,1.9
430,long,1634.15,1628.15,1643.38,1643.38,9.22,TP_HIT,11,1.5
431,long,1651.14,1645.14,1660.32,1660.32,9.18,TP_HIT,20,1.5
432,long,1656.25,1656.25,1674.25,1656.25,0.00,SL_HIT,35,3.0
433,long,1672.00,1666.00,1695.40,1666.00,-6.00,SL_HIT,16,3.9
434,long,1671.70,1665.70,1692.25,1665.70,-6.00,SL_HIT,17,3.4
435,short,1627.53,1633.53,1617.96,1617.96,9.57,TP_HIT,11,1.6
436,short,1618.22,1624.22,1604.57,1604.57,13.65,TP_HIT,2,2.3
437,short,1626.67,1632.67,1614.90,1632.67,-6.00,SL_HIT,7,2.0
438,short,1645.19,1651.19,1634.54,1651.19,-6.00,SL_HIT,34,1.8
439,short,1651.78,1657.78,1641.80,1641.80,9.97,TP_HIT,30,1.7
440,short,1644.20,1644.20,1623.65,1644.20,0.00,SL_HIT,17,3.4
441,short,1645.25,1651.25,1635.65,1651.25,-6.00,SL_HIT,32,1.6
442,long,1656.03,1650.03,1674.63,1650.03,-6.00,SL_HIT,83,3.1
443,short,1656.51,1662.51,1641.13,1641.13,15.38,TP_HIT,43,2.6
444,long,1647.58,1647.58,1671.50,1671.50,23.92,TP_HIT,162,4.0
445,long,1668.60,1662.60,1686.60,1662.60,-6.00,SL_HIT,8,3.0
446,long,1667.66,1661.66,1678.31,1678.31,10.65,TP_HIT,60,1.8
447,long,1682.29,1676.29,1692.26,1676.29,-6.00,SL_HIT,9,1.7
448,short,1672.60,1678.60,1651.45,1678.60,-6.00,SL_HIT,6,3.5
449,long,1671.28,1665.28,1680.80,1680.80,9.53,TP_HIT,74,1.6
450,long,1684.72,1678.72,1696.82,1678.72,-6.00,SL_HIT,85,2.0
451,short,1668.51,1668.51,1646.31,1646.31,22.20,TP_HIT,67,3.7
452,short,1638.53,1644.53,1617.68,1644.53,-6.00,SL_HIT,12,3.5
453,long,1640.42,1634.42,1651.30,1651.30,10.88,TP_HIT,7,1.8
454,long,1659.15,1653.15,1678.47,1653.15,-6.00,SL_HIT,4,3.2
455,short,1659.18,1659.18,1639.80,1659.18,0.00,SL_HIT,207,3.2
456,long,1616.42,1616.42,1657.34,1616.42,0.00,SL_HIT,57,6.8
457,short,1620.08,1626.08,1608.72,1626.08,-6.00,SL_HIT,4,1.9
458,long,1621.81,1615.81,1633.14,1633.14,11.32,TP_HIT,124,1.9
459,long,1638.38,1632.38,1651.50,1651.50,13.12,TP_HIT,146,2.2
460,long,1658.83,1652.83,1677.46,1652.83,-6.00,SL_HIT,89,3.1
461,long,1683.46,1683.46,1706.62,1706.62,23.16,TP_HIT,47,3.9
462,long,1705.03,1699.03,1714.60,1714.60,9.57,TP_HIT,24,1.6
463,long,1716.63,1710.63,1735.11,1710.63,-6.00,SL_HIT,16,3.1
464,long,1718.99,1712.99,1738.73,1712.99,-6.00,SL_HIT,198,3.3
465,long,1710.81,1704.81,1720.11,1720.11,9.30,TP_HIT,9,1.6
466,long,1725.30,1719.30,1734.54,1719.30,-6.00,SL_HIT,6,1.5
467,long,1732.27,1732.27,1753.51,1738.65,6.38,MAX_HOLD,288,3.5
468,short,1734.69,1734.69,1707.69,1707.69,27.00,TP_HIT,6,4.5
469,long,1712.78,1706.78,1732.42,1706.78,-6.00,SL_HIT,36,3.3
470,long,1713.80,1713.80,1737.83,1713.80,0.00,SL_HIT,169,4.0
471,long,1717.35,1711.35,1727.13,1711.35,-6.00,SL_HIT,85,1.6
472,long,1695.51,1689.51,1705.84,1705.84,10.34,TP_HIT,6,1.7
473,long,1715.95,1715.95,1728.25,1728.25,12.30,TP_HIT,161,2.1
474,long,1732.95,1726.95,1751.27,1726.95,-6.00,SL_HIT,42,3.1
475,long,1728.79,1722.79,1740.01,1722.79,-6.00,SL_HIT,94,1.9
476,long,1729.24,1723.24,1739.51,1723.24,-6.00,SL_HIT,45,1.7
477,long,1731.43,1725.43,1740.45,1740.45,9.01,TP_HIT,29,1.5
478,long,1753.05,1747.05,1763.10,1763.10,10.05,TP_HIT,13,1.7
479,long,1762.71,1756.71,1773.36,1756.71,-6.00,SL_HIT,85,1.8
480,long,1760.36,1754.36,1779.80,1754.36,-6.00,SL_HIT,6,3.2
481,long,1763.94,1763.94,1810.80,1792.06,28.12,MAX_HOLD,288,7.8
482,long,1794.98,1788.98,1807.12,1788.98,-6.00,SL_HIT,26,2.0
483,long,1792.54,1786.54,1801.69,1786.54,-6.00,SL_HIT,60,1.5
484,long,1786.32,1786.32,1800.82,1786.32,0.00,SL_HIT,32,2.4
485,long,1790.80,1784.80,1805.18,1784.80,-6.00,SL_HIT,17,2.4
486,long,1761.93,1755.93,1771.25,1755.93,-6.00,SL_HIT,41,1.6
487,long,1762.51,1762.51,1782.15,1762.51,0.00,SL_HIT,72,3.3
488,long,1757.42,1751.42,1766.51,1766.51,9.09,TP_HIT,15,1.5
489,long,1765.98,1759.98,1775.25,1775.25,9.27,TP_HIT,25,1.5
490,long,1779.54,1773.54,1794.28,1794.28,14.74,TP_HIT,63,2.5
491,long,1781.85,1775.85,1800.81,1775.85,-6.00,SL_HIT,16,3.2
492,long,1775.51,1769.51,1798.34,1769.51,-6.00,SL_HIT,29,3.8
493,long,1777.01,1771.01,1787.93,1771.01,-6.00,SL_HIT,96,1.8
494,long,1773.09,1767.09,1793.55,1767.09,-6.00,SL_HIT,67,3.4
495,long,1770.07,1764.07,1781.83,1764.07,-6.00,SL_HIT,55,2.0
496,long,1766.30,1760.30,1785.53,1760.30,-6.00,SL_HIT,33,3.2
497,short,1729.51,1735.51,1720.22,1735.51,-6.00,SL_HIT,23,1.5
498,long,1709.41,1703.41,1721.51,1703.41,-6.00,SL_HIT,14,2.0
499,short,1694.97,1700.97,1685.82,1700.97,-6.00,SL_HIT,33,1.5
500,short,1701.41,1707.41,1692.30,1707.41,-6.00,SL_HIT,75,1.5
501,long,1697.16,1691.16,1708.22,1691.16,-6.00,SL_HIT,13,1.8
502,long,1689.50,1683.50,1698.50,1698.50,9.00,TP_HIT,98,1.5
503,short,1682.85,1688.85,1661.85,1688.85,-6.00,SL_HIT,20,3.5
504,long,1711.57,1705.57,1726.91,1705.57,-6.00,SL_HIT,281,2.6
505,long,1749.08,1743.08,1760.27,1743.08,-6.00,SL_HIT,53,1.9
506,long,1744.38,1738.38,1753.67,1738.38,-6.00,SL_HIT,52,1.5
507,long,1750.09,1744.09,1760.69,1760.69,10.61,TP_HIT,50,1.8
508,long,1746.25,1740.25,1766.59,1740.25,-6.00,SL_HIT,11,3.4
509,long,1719.15,1713.15,1729.83,1713.15,-6.00,SL_HIT,60,1.8
510,long,1710.86,1704.86,1731.32,1704.86,-6.00,SL_HIT,13,3.4
511,long,1712.49,1706.49,1722.03,1722.03,9.54,TP_HIT,7,1.6
512,long,1734.33,1728.33,1747.33,1728.33,-6.00,SL_HIT,22,2.2
513,long,1740.49,1734.49,1751.22,1751.22,10.72,TP_HIT,221,1.8
514,long,1713.10,1707.10,1732.00,1707.10,-6.00,SL_HIT,17,3.1
515,long,1711.43,1705.43,1721.10,1721.10,9.68,TP_HIT,33,1.6
516,long,1661.33,1661.33,1686.20,1661.33,0.00,SL_HIT,88,4.1
517,short,1630.61,1636.61,1620.47,1636.61,-6.00,SL_HIT,15,1.7
518,short,1578.53,1584.53,1567.48,1567.48,11.06,TP_HIT,77,1.8
519,short,1569.25,1575.25,1557.55,1575.25,-6.00,SL_HIT,5,2.0
520,short,1583.75,1589.75,1574.08,1589.75,-6.00,SL_HIT,19,1.6
521,long,1594.47,1588.47,1604.17,1588.47,-6.00,SL_HIT,45,1.6
522,short,1590.06,1596.06,1580.65,1596.06,-6.00,SL_HIT,6,1.6
523,long,1600.99,1594.99,1630.75,1594.99,-6.00,SL_HIT,19,5.0
524,short,1611.49,1617.49,1591.21,1617.49,-6.00,SL_HIT,5,3.4
525,long,1616.21,1610.21,1625.84,1610.21,-6.00,SL_HIT,39,1.6
526,long,1610.00,1604.00,1619.48,1604.00,-6.00,SL_HIT,95,1.6
527,short,1604.71,1610.71,1594.96,1610.71,-6.00,SL_HIT,75,1.6
528,short,1553.22,1559.22,1540.40,1540.40,12.82,TP_HIT,31,2.1
529,short,1536.03,1542.03,1526.80,1542.03,-6.00,SL_HIT,33,1.5
530,short,1566.62,1572.62,1555.91,1572.62,-6.00,SL_HIT,53,1.8
531,long,1584.78,1584.78,1605.92,1605.92,21.15,TP_HIT,141,3.5
532,long,1602.07,1596.07,1612.67,1612.67,10.61,TP_HIT,19,1.8
533,short,1612.90,1618.90,1602.31,1618.90,-6.00,SL_HIT,115,1.8
534,long,1607.60,1607.60,1628.38,1628.38,20.79,TP_HIT,259,3.5
535,short,1625.87,1625.87,1607.09,1607.09,18.78,TP_HIT,93,3.1
536,long,1612.32,1606.32,1632.09,1606.32,-6.00,SL_HIT,141,3.3
537,long,1621.46,1621.46,1640.96,1640.96,19.50,TP_HIT,272,3.2
538,long,1651.55,1645.55,1672.55,1645.55,-6.00,SL_HIT,109,3.5
539,long,1655.21,1655.21,1674.17,1655.21,0.00,SL_HIT,164,3.2
540,long,1653.27,1647.27,1662.93,1662.93,9.66,TP_HIT,105,1.6
541,long,1651.88,1645.88,1661.21,1661.21,9.33,TP_HIT,17,1.6
542,long,1671.99,1665.99,1681.88,1676.39,4.40,MAX_HOLD,288,1.6
543,short,1657.24,1663.24,1647.50,1663.24,-6.00,SL_HIT,10,1.6
544,long,1677.48,1671.48,1688.93,1688.93,11.45,TP_HIT,1,1.9
545,long,1711.76,1711.76,1732.79,1723.01,11.25,MAX_HOLD,288,3.5
546,long,1727.84,1721.84,1739.21,1739.21,11.37,TP_HIT,64,1.9
547,long,1724.13,1724.13,1744.38,1744.38,20.25,TP_HIT,218,3.4
548,long,1744.85,1738.85,1754.36,1738.85,-6.00,SL_HIT,23,1.6
549,long,1741.26,1735.26,1750.68,1750.68,9.42,TP_HIT,44,1.6
550,long,1751.54,1745.54,1776.11,1745.54,-6.00,SL_HIT,22,4.1
551,long,1747.49,1741.49,1756.52,1756.52,9.03,TP_HIT,24,1.5
552,short,1755.07,1761.07,1735.24,1761.07,-6.00,SL_HIT,9,3.3
553,short,1719.74,1725.74,1700.75,1725.74,-6.00,SL_HIT,6,3.2
554,long,1738.78,1732.78,1749.80,1749.80,11.03,TP_HIT,143,1.8
555,long,1734.79,1728.79,1752.97,1728.79,-6.00,SL_HIT,89,3.0
556,long,1738.12,1732.12,1747.49,1747.49,9.38,TP_HIT,1,1.6
557,short,1712.23,1718.23,1691.89,1718.23,-6.00,SL_HIT,7,3.4
558,long,1723.48,1717.48,1737.18,1717.48,-6.00,SL_HIT,132,2.3
559,long,1725.90,1719.90,1744.59,1719.90,-6.00,SL_HIT,78,3.1
560,long,1725.52,1719.52,1736.07,1719.52,-6.00,SL_HIT,17,1.8
561,long,1716.50,1710.50,1725.77,1725.77,9.27,TP_HIT,89,1.5
562,short,1714.68,1720.68,1705.63,1705.63,9.05,TP_HIT,31,1.5
563,long,1712.47,1712.47,1731.37,1731.37,18.90,TP_HIT,118,3.1
564,long,1728.48,1728.48,1747.32,1742.57,14.09,MAX_HOLD,288,3.1
